ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesOrderNumber,OrderQuantity,SalesAmount
352,20201207,20201219,20201214,15764,SO50870,1,2071.4196
352,20201207,20201219,20201214,16027,SO50871,1,2071.4196
379,20201207,20201219,20201214,24597,SO50872,1,2181.5625
377,20201207,20201219,20201214,24463,SO50873,1,2181.5625
368,20201208,20201220,20201215,16570,SO50874,1,2443.35
362,20201208,20201220,20201215,12829,SO50875,1,2049.0982
356,20201208,20201220,20201215,12827,SO50876,1,2071.4196
352,20201208,20201220,20201215,12863,SO50877,1,2071.4196
358,20201208,20201220,20201215,15733,SO50878,1,2049.0982
356,20201208,20201220,20201215,15752,SO50879,1,2071.4196
379,20201208,20201220,20201215,24467,SO50880,1,2181.5625
368,20201208,20201220,20201215,24480,SO50881,1,2443.35
343,20201208,20201220,20201215,27473,SO50882,1,782.99
375,20201208,20201220,20201215,18045,SO50883,1,2181.5625
362,20201209,20201221,20201216,27543,SO50884,1,2049.0982
354,20201209,20201221,20201216,27572,SO50885,1,2071.4196
370,20201209,20201221,20201216,19048,SO50886,1,2443.35
375,20201209,20201221,20201216,16596,SO50887,1,2181.5625
381,20201209,20201221,20201216,19916,SO50888,1,1000.4375
352,20201209,20201221,20201216,11572,SO50889,1,2071.4196
368,20201209,20201221,20201216,13984,SO50890,1,2443.35
339,20201209,20201221,20201216,15976,SO50891,1,782.99
360,20201209,20201221,20201216,15753,SO50892,1,2049.0982
352,20201209,20201221,20201216,16028,SO50893,1,2071.4196
358,20201209,20201221,20201216,16160,SO50894,1,2049.0982
360,20201210,20201222,20201217,27555,SO50895,1,2049.0982
354,20201210,20201222,20201217,27569,SO50896,1,2071.4196
352,20201210,20201222,20201217,11432,SO50897,1,2071.4196
371,20201210,20201222,20201217,13948,SO50898,1,2181.5625
333,20201210,20201222,20201217,15983,SO50899,1,782.99
385,20201210,20201222,20201217,25235,SO50900,1,1000.4375
352,20201210,20201222,20201217,15833,SO50901,1,2071.4196
368,20201210,20201222,20201217,24506,SO50902,1,2443.35
370,20201210,20201222,20201217,24586,SO50903,1,2443.35
379,20201210,20201222,20201217,24590,SO50904,1,2181.5625
352,20201211,20201223,20201218,27576,SO50905,1,2071.4196
379,20201211,20201223,20201218,17947,SO50906,1,2181.5625
385,20201211,20201223,20201218,17894,SO50907,1,1000.4375
358,20201211,20201223,20201218,13254,SO50908,1,2049.0982
356,20201211,20201223,20201218,13554,SO50909,1,2071.4196
343,20201211,20201223,20201218,21035,SO50910,1,782.99
356,20201211,20201223,20201218,12867,SO50911,1,2071.4196
381,20201211,20201223,20201218,25231,SO50912,1,1000.4375
368,20201211,20201223,20201218,24481,SO50913,1,2443.35
343,20201211,20201223,20201218,27484,SO50914,1,782.99
333,20201211,20201223,20201218,27492,SO50915,1,782.99
354,20201212,20201224,20201219,27531,SO50916,1,2071.4196
379,20201212,20201224,20201219,16533,SO50917,1,2181.5625
368,20201212,20201224,20201219,16547,SO50918,1,2443.35
379,20201212,20201224,20201219,18027,SO50919,1,2181.5625
356,20201212,20201224,20201219,11571,SO50920,1,2071.4196
335,20201212,20201224,20201219,21517,SO50921,1,782.99
341,20201212,20201224,20201219,21037,SO50922,1,782.99
333,20201212,20201224,20201219,15984,SO50923,1,782.99
356,20201212,20201224,20201219,15732,SO50924,1,2071.4196
356,20201212,20201224,20201219,15790,SO50925,1,2071.4196
354,20201212,20201224,20201219,15799,SO50926,1,2071.4196
370,20201212,20201224,20201219,24504,SO50927,1,2443.35
371,20201212,20201224,20201219,24592,SO50928,1,2181.5625
389,20201212,20201224,20201219,25242,SO50929,1,1000.4375
381,20201213,20201225,20201220,17950,SO50930,1,1000.4375
379,20201213,20201225,20201220,16569,SO50931,1,2181.5625
383,20201213,20201225,20201220,17885,SO50932,1,1000.4375
341,20201213,20201225,20201220,19922,SO50933,1,782.99
352,20201213,20201225,20201220,13256,SO50934,1,2071.4196
321,20201213,20201225,20201220,15980,SO50935,1,782.99
370,20201213,20201225,20201220,24605,SO50936,1,2443.35
356,20201214,20201226,20201221,27508,SO50937,1,2071.4196
379,20201214,20201226,20201221,17983,SO50938,1,2181.5625
389,20201214,20201226,20201221,17897,SO50939,1,1000.4375
360,20201214,20201226,20201221,13408,SO50940,1,2049.0982
337,20201214,20201226,20201221,19517,SO50941,1,782.99
354,20201214,20201226,20201221,11429,SO50942,1,2071.4196
358,20201214,20201226,20201221,15784,SO50943,1,2049.0982
360,20201214,20201226,20201221,16169,SO50944,1,2049.0982
371,20201214,20201226,20201221,24478,SO50945,1,2181.5625
383,20201214,20201226,20201221,25243,SO50946,1,1000.4375
352,20201215,20201227,20201222,27527,SO50947,1,2071.4196
370,20201215,20201227,20201222,19037,SO50948,1,2443.35
369,20201215,20201227,20201222,19070,SO50949,1,2443.35
354,20201215,20201227,20201222,11576,SO50950,1,2071.4196
356,20201215,20201227,20201222,13557,SO50951,1,2071.4196
337,20201215,20201227,20201222,15994,SO50952,1,782.99
387,20201215,20201227,20201222,14464,SO50953,1,1000.4375
358,20201215,20201227,20201222,16161,SO50954,1,2049.0982
354,20201216,20201228,20201223,27468,SO50955,1,2071.4196
354,20201216,20201228,20201223,27554,SO50956,1,2071.4196
383,20201216,20201228,20201223,17932,SO50957,1,1000.4375
375,20201216,20201228,20201223,16548,SO50958,1,2181.5625
379,20201216,20201228,20201223,16560,SO50959,1,2181.5625
375,20201216,20201228,20201223,17986,SO50960,1,2181.5625
368,20201216,20201228,20201223,16580,SO50961,1,2443.35
377,20201216,20201228,20201223,16937,SO50962,1,2181.5625
362,20201216,20201228,20201223,13404,SO50963,1,2049.0982
356,20201216,20201228,20201223,12858,SO50964,1,2071.4196
329,20201216,20201228,20201223,15952,SO50965,1,782.99
321,20201216,20201228,20201223,15954,SO50966,1,782.99
321,20201216,20201228,20201223,15965,SO50967,1,782.99
329,20201216,20201228,20201223,15968,SO50968,1,782.99
356,20201217,20201229,20201224,27460,SO50969,1,2071.4196
362,20201217,20201229,20201224,27574,SO50970,1,2049.0982
337,20201217,20201229,20201224,21545,SO50971,1,782.99
381,20201217,20201229,20201224,25229,SO50972,1,1000.4375
341,20201217,20201229,20201224,27602,SO50973,1,782.99
381,20201217,20201229,20201224,14470,SO50974,1,1000.4375
356,20201217,20201229,20201224,15788,SO50975,1,2071.4196
360,20201217,20201229,20201224,15793,SO50976,1,2049.0982
356,20201217,20201229,20201224,16157,SO50977,1,2071.4196
369,20201217,20201229,20201224,24503,SO50978,1,2443.35
362,20201218,20201230,20201225,27459,SO50979,1,2049.0982
354,20201218,20201230,20201225,27540,SO50980,1,2071.4196
368,20201218,20201230,20201225,19031,SO50981,1,2443.35
370,20201218,20201230,20201225,19073,SO50982,1,2443.35
321,20201218,20201230,20201225,21516,SO50983,1,782.99
337,20201218,20201230,20201225,19902,SO50984,1,782.99
381,20201218,20201230,20201225,14481,SO50985,1,1000.4375
383,20201218,20201230,20201225,14485,SO50986,1,1000.4375
387,20201218,20201230,20201225,14495,SO50987,1,1000.4375
362,20201218,20201230,20201225,16164,SO50988,1,2049.0982
371,20201218,20201230,20201225,24482,SO50989,1,2181.5625
377,20201218,20201230,20201225,24505,SO50990,1,2181.5625
377,20201218,20201230,20201225,24585,SO50991,1,2181.5625
337,20201218,20201230,20201225,27471,SO50992,1,782.99
339,20201218,20201230,20201225,27472,SO50993,1,782.99
333,20201218,20201230,20201225,27485,SO50994,1,782.99
360,20201219,20201231,20201226,27523,SO50995,1,2049.0982
356,20201219,20201231,20201226,27544,SO50996,1,2071.4196
369,20201219,20201231,20201226,17984,SO50997,1,2443.35
381,20201219,20201231,20201226,19316,SO50998,1,1000.4375
329,20201219,20201231,20201226,19504,SO50999,1,782.99
343,20201219,20201231,20201226,27470,SO51000,1,782.99
358,20201220,20210101,20201227,27467,SO51001,1,2049.0982
379,20201220,20210101,20201227,17976,SO51002,1,2181.5625
371,20201220,20210101,20201227,18005,SO51003,1,2181.5625
369,20201220,20210101,20201227,13978,SO51004,1,2443.35
341,20201220,20210101,20201227,15990,SO51005,1,782.99
389,20201220,20210101,20201227,14461,SO51006,1,1000.4375
387,20201220,20210101,20201227,25234,SO51007,1,1000.4375
356,20201220,20210101,20201227,15830,SO51008,1,2071.4196
354,20201220,20210101,20201227,16029,SO51009,1,2071.4196
358,20201221,20210102,20201228,27546,SO51010,1,2049.0982
369,20201221,20210102,20201228,16551,SO51011,1,2443.35
354,20201221,20210102,20201228,12846,SO51012,1,2071.4196
358,20201221,20210102,20201228,11577,SO51013,1,2049.0982
352,20201221,20210102,20201228,11583,SO51014,1,2071.4196
385,20201221,20210102,20201228,17891,SO51015,1,1000.4375
331,20201221,20210102,20201228,19899,SO51016,1,782.99
329,20201221,20210102,20201228,15987,SO51017,1,782.99
352,20201221,20210102,20201228,15751,SO51018,1,2071.4196
362,20201221,20210102,20201228,15767,SO51019,1,2049.0982
354,20201221,20210102,20201228,16159,SO51020,1,2071.4196
369,20201222,20210103,20201229,16532,SO51021,1,2443.35
356,20201222,20210103,20201229,11483,SO51022,1,2071.4196
360,20201222,20210103,20201229,13517,SO51023,1,2049.0982
323,20201222,20210103,20201229,21029,SO51024,1,782.99
381,20201222,20210103,20201229,25226,SO51025,1,1000.4375
389,20201222,20210103,20201229,25228,SO51026,1,1000.4375
358,20201222,20210103,20201229,15765,SO51027,1,2049.0982
373,20201222,20210103,20201229,24587,SO51028,1,2181.5625
377,20201222,20210103,20201229,24475,SO51029,1,2181.5625
362,20201223,20210104,20201230,27524,SO51030,1,2049.0982
360,20201223,20210104,20201230,13562,SO51031,1,2049.0982
329,20201223,20210104,20201230,15949,SO51032,1,782.99
358,20201223,20210104,20201230,16339,SO51033,1,2049.0982
373,20201223,20210104,20201230,24485,SO51034,1,2181.5625
341,20201223,20210104,20201230,27486,SO51035,1,782.99
383,20201223,20210104,20201230,25240,SO51036,1,1000.4375
323,20201223,20210104,20201230,21668,SO51037,1,782.99
362,20201224,20210105,20201231,27559,SO51038,1,2049.0982
373,20201224,20210105,20201231,17952,SO51039,1,2181.5625
368,20201224,20210105,20201231,19036,SO51040,1,2443.35
373,20201224,20210105,20201231,16559,SO51041,1,2181.5625
371,20201224,20210105,20201231,16566,SO51042,1,2181.5625
369,20201224,20210105,20201231,19049,SO51043,1,2443.35
368,20201224,20210105,20201231,17985,SO51044,1,2443.35
362,20201224,20210105,20201231,12833,SO51045,1,2049.0982
371,20201224,20210105,20201231,13976,SO51046,1,2181.5625
358,20201224,20210105,20201231,15755,SO51047,1,2049.0982
354,20201224,20210105,20201231,15757,SO51048,1,2071.4196
362,20201224,20210105,20201231,15802,SO51049,1,2049.0982
356,20201224,20210105,20201231,15832,SO51050,1,2071.4196
356,20201225,20210106,20210101,27568,SO51051,1,2071.4196
368,20201225,20210106,20210101,17998,SO51052,1,2443.35
352,20201225,20210106,20210101,11480,SO51053,1,2071.4196
354,20201225,20210106,20210101,11547,SO51054,1,2071.4196
341,20201225,20210106,20210101,19943,SO51055,1,782.99
375,20201225,20210106,20210101,13949,SO51056,1,2181.5625
329,20201225,20210106,20210101,15985,SO51057,1,782.99
385,20201225,20210106,20210101,14472,SO51058,1,1000.4375
352,20201225,20210106,20210101,15734,SO51059,1,2071.4196
352,20201225,20210106,20210101,15756,SO51060,1,2071.4196
370,20201225,20210106,20210101,24604,SO51061,1,2443.35
341,20201225,20210106,20210101,27494,SO51062,1,782.99
327,20201225,20210106,20210101,27500,SO51063,1,782.99
358,20201226,20210107,20210102,27521,SO51064,1,2049.0982
360,20201226,20210107,20210102,27539,SO51065,1,2049.0982
358,20201226,20210107,20210102,27556,SO51066,1,2049.0982
339,20201226,20210107,20210102,15992,SO51067,1,782.99
360,20201226,20210107,20210102,15801,SO51068,1,2049.0982
358,20201226,20210107,20210102,16180,SO51069,1,2049.0982
373,20201226,20210107,20210102,24477,SO51070,1,2181.5625
360,20201227,20210108,20210103,21655,SO51071,1,2049.0982
352,20201227,20210108,20210103,27571,SO51072,1,2071.4196
371,20201227,20210108,20210103,19058,SO51073,1,2181.5625
362,20201227,20210108,20210103,13407,SO51074,1,2049.0982
354,20201227,20210108,20210103,12850,SO51075,1,2071.4196
329,20201227,20210108,20210103,15959,SO51076,1,782.99
354,20201227,20210108,20210103,15729,SO51077,1,2071.4196
358,20201227,20210108,20210103,15786,SO51078,1,2049.0982
360,20201227,20210108,20210103,16156,SO51079,1,2049.0982
373,20201227,20210108,20210103,24602,SO51080,1,2181.5625
380,20201228,20210109,20210104,18239,SO51176,1,2443.35
479,20201228,20210109,20210104,18239,SO51176,1,8.99
577,20201228,20210109,20210104,27873,SO51177,1,1214.85
217,20201228,20210109,20210104,27873,SO51177,1,34.99
353,20201228,20210109,20210104,11245,SO51178,1,2319.99
478,20201228,20210109,20210104,11245,SO51178,1,9.99
477,20201228,20210109,20210104,11245,SO51178,1,4.99
378,20201228,20210109,20210104,22430,SO51179,1,2443.35
540,20201228,20210109,20210104,22430,SO51179,1,32.60
529,20201228,20210109,20210104,22430,SO51179,1,3.99
486,20201228,20210109,20210104,22430,SO51179,1,159.00
374,20201228,20210109,20210104,16313,SO51180,1,2443.35
479,20201228,20210109,20210104,16313,SO51180,1,8.99
477,20201228,20210109,20210104,16313,SO51180,1,4.99
214,20201228,20210109,20210104,16313,SO51180,1,34.99
231,20201228,20210109,20210104,16313,SO51180,1,49.99
372,20201228,20210109,20210104,12132,SO51181,1,2443.35
529,20201228,20210109,20210104,12132,SO51181,1,3.99
540,20201228,20210109,20210104,12132,SO51181,1,32.60
214,20201228,20210109,20210104,12132,SO51181,1,34.99
581,20201228,20210109,20210104,22998,SO51182,1,1700.99
234,20201228,20210109,20210104,22998,SO51182,1,49.99
581,20201228,20210109,20210104,20662,SO51183,1,1700.99
234,20201228,20210109,20210104,20662,SO51183,1,49.99
353,20201228,20210109,20210104,11263,SO51184,1,2319.99
537,20201228,20210109,20210104,11263,SO51184,1,35.00
528,20201228,20210109,20210104,11263,SO51184,1,4.99
222,20201228,20210109,20210104,11263,SO51184,1,34.99
571,20201228,20210109,20210104,27767,SO51185,1,742.35
541,20201228,20210109,20210104,27767,SO51185,1,28.99
530,20201228,20210109,20210104,27767,SO51185,1,4.99
573,20201228,20210109,20210104,24339,SO51186,1,2384.07
606,20201228,20210109,20210104,22261,SO51187,1,539.99
538,20201228,20210109,20210104,22261,SO51187,1,21.49
606,20201228,20210109,20210104,12657,SO51188,1,539.99
376,20201229,20210110,20210105,16688,SO51189,1,2443.35
217,20201229,20210110,20210105,16688,SO51189,1,34.99
467,20201229,20210110,20210105,16688,SO51189,1,24.49
580,20201229,20210110,20210105,20824,SO51190,1,1700.99
529,20201229,20210110,20210105,20824,SO51190,1,3.99
539,20201229,20210110,20210105,20824,SO51190,1,24.99
363,20201229,20210110,20210105,12390,SO51191,1,2294.99
478,20201229,20210110,20210105,12390,SO51191,1,9.99
477,20201229,20210110,20210105,12390,SO51191,1,4.99
214,20201229,20210110,20210105,12390,SO51191,1,34.99
363,20201229,20210110,20210105,11241,SO51192,1,2294.99
214,20201229,20210110,20210105,11241,SO51192,1,34.99
363,20201229,20210110,20210105,11020,SO51193,1,2294.99
485,20201229,20210110,20210105,11020,SO51193,1,21.98
363,20201229,20210110,20210105,11089,SO51194,1,2294.99
485,20201229,20210110,20210105,11089,SO51194,1,21.98
217,20201229,20210110,20210105,11089,SO51194,1,34.99
588,20201229,20210110,20210105,14066,SO51195,1,769.49
528,20201229,20210110,20210105,14066,SO51195,1,4.99
536,20201229,20210110,20210105,14066,SO51195,1,29.99
604,20201229,20210110,20210105,18906,SO51196,1,539.99
479,20201229,20210110,20210105,18906,SO51196,1,8.99
477,20201229,20210110,20210105,18906,SO51196,1,4.99
222,20201229,20210110,20210105,18906,SO51196,1,34.99
234,20201229,20210110,20210105,18906,SO51196,1,49.99
363,20201229,20210110,20210105,11448,SO51197,1,2294.99
478,20201229,20210110,20210105,11448,SO51197,1,9.99
477,20201229,20210110,20210105,11448,SO51197,1,4.99
225,20201229,20210110,20210105,11448,SO51197,1,8.99
357,20201229,20210110,20210105,11006,SO51198,1,2319.99
478,20201229,20210110,20210105,11006,SO51198,1,9.99
477,20201229,20210110,20210105,11006,SO51198,1,4.99
606,20201229,20210110,20210105,21440,SO51199,1,539.99
479,20201229,20210110,20210105,21440,SO51199,1,8.99
225,20201229,20210110,20210105,21440,SO51199,1,8.99
477,20201229,20210110,20210105,21440,SO51199,1,4.99
390,20201229,20210110,20210105,22687,SO51200,1,1120.49
217,20201229,20210110,20210105,22687,SO51200,1,34.99
573,20201229,20210110,20210105,27820,SO51201,1,2384.07
222,20201229,20210110,20210105,27820,SO51201,1,34.99
578,20201229,20210110,20210105,26864,SO51202,1,1214.85
489,20201229,20210110,20210105,26864,SO51202,1,53.99
372,20201230,20210111,20210106,18208,SO51203,1,2443.35
479,20201230,20210111,20210106,18208,SO51203,1,8.99
477,20201230,20210111,20210106,18208,SO51203,1,4.99
374,20201230,20210111,20210106,13519,SO51204,1,2443.35
355,20201230,20210111,20210106,11240,SO51205,1,2319.99
478,20201230,20210111,20210106,11240,SO51205,1,9.99
477,20201230,20210111,20210106,11240,SO51205,1,4.99
222,20201230,20210111,20210106,11240,SO51205,1,34.99
361,20201230,20210111,20210106,11400,SO51206,1,2294.99
478,20201230,20210111,20210106,11400,SO51206,1,9.99
477,20201230,20210111,20210106,11400,SO51206,1,4.99
225,20201230,20210111,20210106,11400,SO51206,1,8.99
357,20201230,20210111,20210106,11338,SO51207,1,2319.99
478,20201230,20210111,20210106,11338,SO51207,1,9.99
477,20201230,20210111,20210106,11338,SO51207,1,4.99
214,20201230,20210111,20210106,11338,SO51207,1,34.99
372,20201230,20210111,20210106,23234,SO51208,1,2443.35
222,20201230,20210111,20210106,23234,SO51208,1,34.99
593,20201230,20210111,20210106,13059,SO51209,1,564.99
485,20201230,20210111,20210106,13059,SO51209,1,21.98
217,20201230,20210111,20210106,13059,SO51209,1,34.99
465,20201230,20210111,20210106,13059,SO51209,1,24.49
361,20201230,20210111,20210106,11261,SO51210,1,2294.99
222,20201230,20210111,20210106,11261,SO51210,1,34.99
565,20201230,20210111,20210106,13841,SO51211,1,742.35
482,20201230,20210111,20210106,13841,SO51211,1,8.99
384,20201230,20210111,20210106,24604,SO51212,1,1120.49
539,20201230,20210111,20210106,24604,SO51212,1,24.99
529,20201230,20210111,20210106,24604,SO51212,1,3.99
214,20201230,20210111,20210106,24604,SO51212,1,34.99
488,20201230,20210111,20210106,24604,SO51212,1,53.99
576,20201230,20210111,20210106,28202,SO51213,1,2384.07
222,20201230,20210111,20210106,28202,SO51213,1,34.99
584,20201230,20210111,20210106,19765,SO51214,1,539.99
479,20201230,20210111,20210106,19765,SO51214,1,8.99
477,20201230,20210111,20210106,19765,SO51214,1,4.99
361,20201230,20210111,20210106,11108,SO51215,1,2294.99
537,20201230,20210111,20210106,11108,SO51215,1,35.00
355,20201230,20210111,20210106,11117,SO51216,1,2319.99
485,20201230,20210111,20210106,11117,SO51216,1,21.98
478,20201230,20210111,20210106,11117,SO51216,1,9.99
477,20201230,20210111,20210106,11117,SO51216,1,4.99
225,20201230,20210111,20210106,11117,SO51216,1,8.99
353,20201230,20210111,20210106,11449,SO51217,1,2319.99
528,20201230,20210111,20210106,11449,SO51217,1,4.99
537,20201230,20210111,20210106,11449,SO51217,1,35.00
480,20201230,20210111,20210106,11449,SO51217,1,2.29
596,20201230,20210111,20210106,11943,SO51218,1,539.99
560,20201230,20210111,20210106,25086,SO51219,1,1214.85
530,20201230,20210111,20210106,25086,SO51219,1,4.99
541,20201230,20210111,20210106,25086,SO51219,1,28.99
463,20201230,20210111,20210106,25086,SO51219,1,24.49
217,20201230,20210111,20210106,25086,SO51219,1,34.99
604,20201230,20210111,20210106,21575,SO51220,1,539.99
479,20201230,20210111,20210106,21575,SO51220,1,8.99
390,20201230,20210111,20210106,12130,SO51221,1,1120.49
225,20201230,20210111,20210106,12130,SO51221,1,8.99
490,20201230,20210111,20210106,12130,SO51221,1,53.99
605,20201230,20210111,20210106,25641,SO51222,1,539.99
538,20201230,20210111,20210106,25641,SO51222,1,21.49
577,20201230,20210111,20210106,26826,SO51223,1,1214.85
479,20201230,20210111,20210106,26826,SO51223,1,8.99
477,20201230,20210111,20210106,26826,SO51223,1,4.99
482,20201230,20210111,20210106,26826,SO51223,1,8.99
353,20201231,20210112,20210107,11345,SO51224,1,2319.99
537,20201231,20210112,20210107,11345,SO51224,1,35.00
581,20201231,20210112,20210107,20982,SO51225,1,1700.99
490,20201231,20210112,20210107,20982,SO51225,1,53.99
225,20201231,20210112,20210107,20982,SO51225,1,8.99
380,20201231,20210112,20210107,22822,SO51226,1,2443.35
540,20201231,20210112,20210107,22822,SO51226,1,32.60
378,20201231,20210112,20210107,25793,SO51227,1,2443.35
529,20201231,20210112,20210107,25793,SO51227,1,3.99
540,20201231,20210112,20210107,25793,SO51227,1,32.60
355,20201231,20210112,20210107,11402,SO51228,1,2319.99
477,20201231,20210112,20210107,11402,SO51228,1,4.99
478,20201231,20210112,20210107,11402,SO51228,1,9.99
487,20201231,20210112,20210107,11402,SO51228,1,54.99
225,20201231,20210112,20210107,11402,SO51228,1,8.99
378,20201231,20210112,20210107,20038,SO51229,1,2443.35
359,20201231,20210112,20210107,11292,SO51230,1,2294.99
485,20201231,20210112,20210107,11292,SO51230,1,21.98
477,20201231,20210112,20210107,11292,SO51230,1,4.99
478,20201231,20210112,20210107,11292,SO51230,1,9.99
363,20201231,20210112,20210107,11257,SO51231,1,2294.99
480,20201231,20210112,20210107,11257,SO51231,1,2.29
571,20201231,20210112,20210107,11615,SO51232,1,742.35
214,20201231,20210112,20210107,11615,SO51232,1,34.99
583,20201231,20210112,20210107,18467,SO51233,1,1700.99
562,20201231,20210112,20210107,28204,SO51234,1,2384.07
214,20201231,20210112,20210107,28204,SO51234,1,34.99
361,20201231,20210112,20210107,11105,SO51235,1,2294.99
359,20201231,20210112,20210107,11106,SO51236,1,2294.99
357,20201231,20210112,20210107,11061,SO51237,1,2319.99
478,20201231,20210112,20210107,11061,SO51237,1,9.99
477,20201231,20210112,20210107,11061,SO51237,1,4.99
214,20201231,20210112,20210107,11061,SO51237,1,34.99
359,20201231,20210112,20210107,11002,SO51238,1,2294.99
353,20201231,20210112,20210107,11076,SO51239,1,2319.99
487,20201231,20210112,20210107,11076,SO51239,1,54.99
584,20201231,20210112,20210107,23859,SO51240,1,539.99
222,20201231,20210112,20210107,23859,SO51240,1,34.99
606,20201231,20210112,20210107,21600,SO51241,1,539.99
538,20201231,20210112,20210107,21600,SO51241,1,21.49
480,20201231,20210112,20210107,21600,SO51241,1,2.29
388,20201231,20210112,20210107,19225,SO51242,1,1120.49
222,20201231,20210112,20210107,19225,SO51242,1,34.99
471,20201231,20210112,20210107,19225,SO51242,1,63.50
605,20201231,20210112,20210107,25609,SO51243,1,539.99
538,20201231,20210112,20210107,25609,SO51243,1,21.49
529,20201231,20210112,20210107,25609,SO51243,1,3.99
604,20201231,20210112,20210107,29355,SO51244,1,539.99
538,20201231,20210112,20210107,29355,SO51244,1,21.49
529,20201231,20210112,20210107,29355,SO51244,1,3.99
480,20201231,20210112,20210107,29355,SO51244,1,2.29
562,20201231,20210112,20210107,12124,SO51245,1,2384.07
222,20201231,20210112,20210107,12124,SO51245,1,34.99
225,20201231,20210112,20210107,12124,SO51245,1,8.99
574,20201231,20210112,20210107,25625,SO51246,1,2384.07
479,20201231,20210112,20210107,25625,SO51246,1,8.99
477,20201231,20210112,20210107,25625,SO51246,1,4.99
214,20201231,20210112,20210107,25625,SO51246,1,34.99
361,20210101,20210113,20210108,11249,SO51247,1,2294.99
477,20210101,20210113,20210108,11249,SO51247,1,4.99
478,20210101,20210113,20210108,11249,SO51247,1,9.99
378,20210101,20210113,20210108,12307,SO51248,1,2443.35
353,20210101,20210113,20210108,11334,SO51249,1,2319.99
478,20210101,20210113,20210108,11334,SO51249,1,9.99
477,20210101,20210113,20210108,11334,SO51249,1,4.99
376,20210101,20210113,20210108,19360,SO51250,1,2443.35
479,20210101,20210113,20210108,19360,SO51250,1,8.99
477,20210101,20210113,20210108,19360,SO51250,1,4.99
489,20210101,20210113,20210108,19360,SO51250,1,53.99
374,20210101,20210113,20210108,11433,SO51251,1,2443.35
592,20210101,20210113,20210108,15551,SO51252,1,564.99
535,20210101,20210113,20210108,15551,SO51252,1,24.99
480,20210101,20210113,20210108,15551,SO51252,1,2.29
378,20210101,20210113,20210108,22785,SO51253,1,2443.35
484,20210101,20210113,20210108,22785,SO51253,1,7.95
372,20210101,20210113,20210108,20180,SO51254,1,2443.35
529,20210101,20210113,20210108,20180,SO51254,1,3.99
540,20210101,20210113,20210108,20180,SO51254,1,32.60
484,20210101,20210113,20210108,20180,SO51254,1,7.95
386,20210101,20210113,20210108,23105,SO51255,1,1120.49
217,20210101,20210113,20210108,23105,SO51255,1,34.99
463,20210101,20210113,20210108,23105,SO51255,1,24.49
363,20210101,20210113,20210108,11017,SO51256,1,2294.99
485,20210101,20210113,20210108,11017,SO51256,1,21.98
382,20210101,20210113,20210108,19167,SO51257,1,1120.49
386,20210101,20210113,20210108,18544,SO51258,1,1120.49
214,20210101,20210113,20210108,18544,SO51258,1,34.99
573,20210101,20210113,20210108,11433,SO51259,1,2384.07
479,20210101,20210113,20210108,11433,SO51259,1,8.99
477,20210101,20210113,20210108,11433,SO51259,1,4.99
214,20210101,20210113,20210108,11433,SO51259,1,34.99
225,20210101,20210113,20210108,11433,SO51259,1,8.99
575,20210101,20210113,20210108,25618,SO51260,1,2384.07
479,20210101,20210113,20210108,25618,SO51260,1,8.99
477,20210101,20210113,20210108,25618,SO51260,1,4.99
578,20210101,20210113,20210108,12271,SO51261,1,1214.85
488,20210101,20210113,20210108,12271,SO51261,1,53.99
359,20210102,20210114,20210109,11340,SO51262,1,2294.99
478,20210102,20210114,20210109,11340,SO51262,1,9.99
477,20210102,20210114,20210109,11340,SO51262,1,4.99
491,20210102,20210114,20210109,11340,SO51262,1,53.99
588,20210102,20210114,20210109,21534,SO51263,1,769.49
528,20210102,20210114,20210109,21534,SO51263,1,4.99
536,20210102,20210114,20210109,21534,SO51263,1,29.99
217,20210102,20210114,20210109,21534,SO51263,1,34.99
361,20210102,20210114,20210109,11282,SO51264,1,2294.99
528,20210102,20210114,20210109,11282,SO51264,1,4.99
537,20210102,20210114,20210109,11282,SO51264,1,35.00
485,20210102,20210114,20210109,11282,SO51264,1,21.98
473,20210102,20210114,20210109,11282,SO51264,1,63.50
363,20210102,20210114,20210109,11264,SO51265,1,2294.99
485,20210102,20210114,20210109,11264,SO51265,1,21.98
228,20210102,20210114,20210109,11264,SO51265,1,49.99
225,20210102,20210114,20210109,11264,SO51265,1,8.99
564,20210102,20210114,20210109,28136,SO51266,1,2384.07
363,20210102,20210114,20210109,11456,SO51267,1,2294.99
485,20210102,20210114,20210109,11456,SO51267,1,21.98
478,20210102,20210114,20210109,11456,SO51267,1,9.99
477,20210102,20210114,20210109,11456,SO51267,1,4.99
214,20210102,20210114,20210109,11456,SO51267,1,34.99
465,20210102,20210114,20210109,11456,SO51267,1,24.49
376,20210103,20210115,20210110,18212,SO51268,1,2443.35
484,20210103,20210115,20210110,18212,SO51268,1,7.95
374,20210103,20210115,20210110,16693,SO51269,1,2443.35
540,20210103,20210115,20210110,16693,SO51269,1,32.60
529,20210103,20210115,20210110,16693,SO51269,1,3.99
480,20210103,20210115,20210110,16693,SO51269,1,2.29
359,20210103,20210115,20210110,11341,SO51270,1,2294.99
222,20210103,20210115,20210110,11341,SO51270,1,34.99
225,20210103,20210115,20210110,11341,SO51270,1,8.99
582,20210103,20210115,20210110,16944,SO51271,1,1700.99
